,date,confirmed,cured,deaths
102,2020-07-12T00:00:00.000Z,4240,3688,67
103,2020-07-13T00:00:00.000Z,4256,3700,67
104,2020-07-14T00:00:00.000Z,4271,3718,67
105,2020-07-15T00:00:00.000Z,4287,3740,67
106,2020-07-16T00:00:00.000Z,4303,3741,67
107,2020-07-17T00:00:00.000Z,4320,3743,67
108,2020-07-18T00:00:00.000Z,4337,3746,67
109,2020-07-19T00:00:00.000Z,4353,3746,67
110,2020-07-20T00:00:00.000Z,4369,3746,67
111,2020-07-21T00:00:00.000Z,4384,3749,67
112,2020-07-22T00:00:00.000Z,4399,3756,67
113,2020-07-23T00:00:00.000Z,4415,3759,67
114,2020-07-24T00:00:00.000Z,4431,3784,67
115,2020-07-25T00:00:00.000Z,4448,3913,67
116,2020-07-26T00:00:00.000Z,4465,3921,67
117,2020-07-27T00:00:00.000Z,4483,3924,67
118,2020-07-28T00:00:00.000Z,4501,3955,67
119,2020-07-29T00:00:00.000Z,4517,3990,67
120,2020-07-30T00:00:00.000Z,4531,4021,67
121,2020-07-31T00:00:00.000Z,4544,4098,67
122,2020-08-01T00:00:00.000Z,4557,4106,67
123,2020-08-02T00:00:00.000Z,4568,4106,67
124,2020-08-03T00:00:00.000Z,4578,4106,67
125,2020-08-04T00:00:00.000Z,4587,4115,67
126,2020-08-05T00:00:00.000Z,4596,4119,67
127,2020-08-06T00:00:00.000Z,4604,4128,67
128,2020-08-07T00:00:00.000Z,4611,4137,67
129,2020-08-08T00:00:00.000Z,4618,4153,67
130,2020-08-09T00:00:00.000Z,4624,4153,67
131,2020-08-10T00:00:00.000Z,4630,4167,67
132,2020-08-11T00:00:00.000Z,4635,4192,67
133,2020-08-12T00:00:00.000Z,4642,4235,67
134,2020-08-13T00:00:00.000Z,4650,4237,67
135,2020-08-14T00:00:00.000Z,4659,4253,67
136,2020-08-15T00:00:00.000Z,4669,4268,67
137,2020-08-16T00:00:00.000Z,4679,4268,67
138,2020-08-17T00:00:00.000Z,4690,4268,67
139,2020-08-18T00:00:00.000Z,4700,4292,67
140,2020-08-19T00:00:00.000Z,4712,4302,67
141,2020-08-20T00:00:00.000Z,4725,4305,67
142,2020-08-21T00:00:00.000Z,4740,4312,67
143,2020-08-22T00:00:00.000Z,4755,4322,67
144,2020-08-23T00:00:00.000Z,4771,4322,67
145,2020-08-24T00:00:00.000Z,4787,4322,67
146,2020-08-25T00:00:00.000Z,4804,4336,67
147,2020-08-26T00:00:00.000Z,4821,4351,67
148,2020-08-27T00:00:00.000Z,4840,4351,67
149,2020-08-28T00:00:00.000Z,4860,4365,67
150,2020-08-29T00:00:00.000Z,4880,4384,67
151,2020-08-30T00:00:00.000Z,4901,4384,67
152,2020-08-31T00:00:00.000Z,4922,4384,67
153,2020-09-01T00:00:00.000Z,4943,4419,67
154,2020-09-02T00:00:00.000Z,4966,4453,67
155,2020-09-03T00:00:00.000Z,4989,4461,67
156,2020-09-04T00:00:00.000Z,5013,4473,67
157,2020-09-05T00:00:00.000Z,5037,4489,67
158,2020-09-06T00:00:00.000Z,5062,4498,67
159,2020-09-07T00:00:00.000Z,5087,4498,67
160,2020-09-08T00:00:00.000Z,5111,4498,67
161,2020-09-09T00:00:00.000Z,5137,4508,67
162,2020-09-10T00:00:00.000Z,5163,4516,68
163,2020-09-11T00:00:00.000Z,5191,4535,68
164,2020-09-12T00:00:00.000Z,5220,4543,68
165,2020-09-13T00:00:00.000Z,5250,4547,68
166,2020-09-14T00:00:00.000Z,5280,4547,68
167,2020-09-15T00:00:00.000Z,5311,4558,68
168,2020-09-16T00:00:00.000Z,5343,4573,68
169,2020-09-17T00:00:00.000Z,5375,4580,68
170,2020-09-18T00:00:00.000Z,5408,4599,68
171,2020-09-19T00:00:00.000Z,5440,4607,68
172,2020-09-20T00:00:00.000Z,5474,4609,68
173,2020-09-21T00:00:00.000Z,5508,4609,68
174,2020-09-22T00:00:00.000Z,5541,4640,68
175,2020-09-23T00:00:00.000Z,5575,4648,68
176,2020-09-24T00:00:00.000Z,5609,4656,68
177,2020-09-25T00:00:00.000Z,5644,4658,68
178,2020-09-26T00:00:00.000Z,5679,4683,69
179,2020-09-27T00:00:00.000Z,5715,4684,69
180,2020-09-28T00:00:00.000Z,5750,4684,69
181,2020-09-29T00:00:00.000Z,5785,4696,70
182,2020-09-30T00:00:00.000Z,5819,4701,70
183,2020-10-01T00:00:00.000Z,5853,4745,70
184,2020-10-02T00:00:00.000Z,5888,4793,70
185,2020-10-03T00:00:00.000Z,5924,4840,70
186,2020-10-04T00:00:00.000Z,5960,4854,70
187,2020-10-05T00:00:00.000Z,5995,4856,70
188,2020-10-06T00:00:00.000Z,6030,4885,70
189,2020-10-07T00:00:00.000Z,6067,4888,70
190,2020-10-08T00:00:00.000Z,6104,4901,70
191,2020-10-09T00:00:00.000Z,6142,4922,70
192,2020-10-10T00:00:00.000Z,6180,4934,70
193,2020-10-11T00:00:00.000Z,6220,4940,70
