time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-06-07,691962,18375,353379,36499,542,0
2020-06-08,710887,18925,347973,37312,813,23518
2020-06-09,742084,31197,377985,38497,1185,0
2020-06-10,775184,33100,355087,39797,1300,54698
2020-06-11,805649,30465,367899,41058,1261,16392
2020-06-12,829902,24253,391309,41901,843,0
2020-06-13,850796,20894,380395,42791,890,30918
2020-06-14,867882,17086,386981,43389,598,9902
2020-06-15,891556,23674,393870,44118,729,16056
2020-06-16,928834,37278,418604,45456,1338,11206
2020-06-17,960309,31475,410137,46665,1209,38733
2020-06-18,983359,23050,431983,47869,1204,0
2020-06-19,1038568,55209,469118,49090,1221,16853
2020-06-20,1070139,31571,476895,50058,968,22826
2020-06-21,1086990,16851,457105,50659,601,36040
2020-06-22,1111348,24358,480715,51407,748,0
2020-06-23,1151479,40131,485363,52771,1364,34119
2020-06-24,1192474,40995,488692,53874,1103,36563
2020-06-25,1233147,40673,528185,55054,1180,0
2020-06-26,1280054,46907,526419,56109,1055,47618
2020-06-27,1315941,35887,542933,57103,994,18379
2020-06-28,1345254,29313,553748,57658,555,17943
2020-06-29,1370488,25234,554641,58385,727,23614
2020-06-30,1408485,37997,558789,59656,1271,32578
2020-07-01,1453369,44884,565790,60713,1057,36826
2020-07-02,1501353,47984,523216,61990,1277,89281
2020-07-03,1543341,41988,534172,63254,1264,29768
2020-07-04,1578376,35035,535396,64365,1111,32700
2020-07-05,1604585,26209,561070,64900,535,0
2020-07-06,1626071,21486,581900,65556,656,0
2020-07-07,1674655,48584,535558,66868,1312,93614
2020-07-08,1716196,41541,530219,68055,1187,45693
2020-07-09,1759103,42907,537382,69254,1199,34545
2020-07-10,1804338,45235,548218,70524,1270,33129
2020-07-11,1840812,36474,555808,71492,968,27916
2020-07-12,1866176,25364,580513,72151,659,0
2020-07-13,1887959,21783,601526,72921,770,0
2020-07-14,1931204,43245,643430,74262,1341,0
2020-07-15,1970909,39705,639822,75523,1261,42052
2020-07-16,2014738,43829,571141,76822,1299,111211
2020-07-17,2048697,33959,603990,77932,1110,0
2020-07-18,2075246,26549,629654,78817,885,0
2020-07-19,2099896,24650,649134,79533,716,4454
2020-07-20,2121645,21749,632192,80251,718,37973
2020-07-21,2166532,44887,618965,81597,1346,56768
2020-07-22,2231871,65339,616843,82890,1293,66168
2020-07-23,2289951,58080,635507,84207,1317,38099
2020-07-24,2348200,58249,670534,85385,1178,22044
2020-07-25,2396434,48234,692458,86496,1111,25199
2020-07-26,2419901,23467,698575,87052,556,16794
2020-07-27,2443480,23579,688134,87679,627,33393
2020-07-28,2484649,41169,674455,88634,955,53893
2020-07-29,2555518,70869,677911,90188,1554,65859
2020-07-30,2613789,58271,698317,91377,1189,36676
2020-07-31,2666298,52509,689679,92568,1191,59956
2020-08-01,2708876,42578,731209,93616,1048,0
2020-08-02,2733677,24801,755496,94130,514,0
2020-08-03,2751665,17988,744644,94702,572,28268
2020-08-04,2808076,56411,741213,96096,1394,58448
2020-08-05,2862761,54685,744706,97418,1322,49870
2020-08-06,2917562,54801,771258,98644,1226,27023
2020-08-07,2967064,49502,798968,99702,1058,20734
2020-08-08,3013369,46305,818533,100543,841,25899
2020-08-09,3035582,22213,815986,101136,593,24167
2020-08-10,3057470,21888,791801,101857,721,45352
2020-08-11,3112393,54923,766170,103099,1242,79312
2020-08-12,3170474,58081,756734,104263,1164,66353
2020-08-13,3229621,59147,767417,105564,1301,47163
2020-08-14,3278895,49274,788022,106571,1007,27662
2020-08-15,3317832,38937,806263,107297,726,19970
2020-08-16,3340197,22365,799862,107879,582,28184
2020-08-17,3363235,23038,776087,108654,775,46038
2020-08-18,3411872,48637,747674,110019,1365,75685
2020-08-19,3460413,48541,733970,111189,1170,61075
2020-08-20,3505097,44684,739267,112423,1234,38153
2020-08-21,3536488,31391,752279,113454,1031,17348
2020-08-22,3582698,46210,758783,114277,823,38883
2020-08-23,3605783,23085,781373,114772,495,0
2020-08-24,3627217,21434,733057,115451,679,69071
2020-08-25,3674176,46959,709115,116666,1215,69686
2020-08-26,3722004,47828,695400,117756,1090,60453
2020-08-27,3764493,42489,698517,118726,970,38402
2020-08-28,3812605,48112,716215,119594,868,29546
2020-08-29,3846965,34360,719655,120498,904,30016
2020-08-30,3862311,15346,709856,120896,398,24747
2020-08-31,3910901,48590,691652,121515,619,66175
2020-09-01,3952790,41889,671013,122681,1166,61362
2020-09-02,4001422,48632,667118,123899,1218,51309
2020-09-03,4046150,44728,673811,124729,830,37205
2020-09-04,4091801,45651,687974,125584,855,30633
2020-09-05,4123000,31199,700068,126230,646,18459
2020-09-06,4137606,14606,693693,126686,456,20525
2020-09-07,4147794,10188,665229,127001,315,38337
2020-09-08,4165124,17330,640373,127517,516,41670
2020-09-09,4199332,34208,617343,128653,1136,56102
2020-09-10,4239763,40431,612851,129575,922,44001
2020-09-11,4283978,44215,622849,130474,899,33318
2020-09-12,4315858,31880,631163,131274,800,22766
2020-09-13,4330455,14597,624834,131663,389,20537
2020-09-14,4349544,19089,604243,132117,454,39226
2020-09-15,4384299,34755,579964,133207,1090,57944
2020-09-16,4421686,37387,567200,134174,967,49184
2020-09-17,4457443,35757,569330,135031,857,32770
2020-09-18,4497434,39991,572438,135857,826,36057
2020-09-19,4528347,30913,571687,136565,708,30956
2020-09-20,4544629,16282,556507,136895,330,31132
2020-09-21,4560083,15454,535534,137350,455,35972
2020-09-22,4595335,35252,511549,138159,809,58428
2020-09-23,4627780,32445,495829,139065,906,47259
2020-09-24,4659909,32129,496237,139883,818,30903
2020-09-25,4692579,32670,510921,140709,826,17160
2020-09-26,4718115,25536,525837,141441,732,9888
2020-09-27,4732309,14194,530445,141776,335,9251
2020-09-28,4748327,16018,521984,142161,385,24094
2020-09-29,4780317,31990,502219,143010,849,50906
2020-09-30,4813586,33269,489248,143962,952,45288
2020-10-01,4849229,35643,491690,144767,805,32396
2020-10-02,4882231,33002,504207,145431,664,19821
2020-10-03,4906833,24602,512248,146011,580,15981
